id,establecimiento,tipo,calle,altura,piso_dpto,cruce,barrio_localidad,ciudad,partido_comuna,provincia_region,pais,aprobado,observacion,formattedaddress,latitude,longitude,habilitado,confidence,condones,prueba,mac,ile,dc,ssr,es_rapido,tel_distrib,mail_distrib,horario_distrib,responsable_distrib,web_distrib,ubicacion_distrib,comentarios_distrib,tel_testeo,mail_testeo,horario_testeo,responsable_testeo,web_testeo,ubicacion_testeo,observaciones_testeo,tel_mac,mail_mac,horario_mac,responsable_mac,web_mac,ubicacion_mac,comentarios_mac,tel_ile,mail_ile,horario_ile,responsable_ile,web_ile,ubicacion_ile,comentarios_ile,tel_dc,mail_dc,horario_dc,responsable_dc,web_dc,ubicacion_dc,comentarios_dc,tel_ssr,mail_ssr,horario_ssr,responsable_ssr,web_ssr,ubicacion_ssr,comentarios_ssr,servicetype_condones,servicetype_prueba,servicetype_mac,servicetype_ile,servicetype_dc,servicetype_ssr,friendly_condones,friendly_prueba,friendly_mac,friendly_ile,friendly_dc,friendly_ssr
23,"Clínica CIES Regional Oruro","Asociación Miembro IPPF/WHR","Calle Velasco Galvarro",880,"Entre 1ro de Noviembre y Herrera",,Oruro,Oruro,Oruro,Oruro,Bolivia,1,,,-17.96485,-67.10809,1,,SI,SI,SI,SI,SI,SI,NO,"02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 5277623",ciesoruro@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
24,"Centro de Salud CIES Potosí","Asociación Miembro IPPF/WHR","Calle Cobija",92,"Al lado del Coliseo Santa Rosa",,Potosí,Potosí,Potosí,Potosí,Bolivia,1,,,-19.58965,-65.75458,1,,SI,SI,SI,SI,SI,SI,NO,"02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 6229887",ciespotosi@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
25,"Centro de Salud CIES Cochabamba","Asociación Miembro IPPF/WHR","Calle Uruguay",436,"Entre 25 de Mayo y San Martín",,Cochabamba,Cochabamba,Cochabamba,Cochabamba,Bolivia,1,,,-17.39804,-66.15335,1,,SI,SI,SI,SI,SI,SI,NO,"04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","04 4231670",ciescbba@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
26,"Clínica CIES Regional Sucre","Asociación Miembro IPPF/WHR","Avenida Venezuela",1001,,Pilinco,Sucre,Sucre,Chuquisaca,Chuquisaca,Bolivia,1,,,-19.04199,-65.26217,1,,SI,SI,SI,SI,SI,SI,NO,"04 6440561",ciessucre@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"04 6440561",ciessucre@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","04 6440561",ciessucre@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"04 6440561",ciessucre@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,"04 6440561",ciessucre@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","04 6440561",ciessucre@cies.org.bo,"Lunes a Viernes 7 a 19 hs. / Sábados 9.30 a 13 hs. / Emergencias 24 hs",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
27,"CIES - Centro de Salud San Pedro","Asociación Miembro IPPF/WHR","Calle Colombia",1444,,Boquerón,"Zona Central","Zona Central","La Paz","La Paz",Bolivia,1,,,-16.503991,-68.13734,1,,SI,SI,SI,SI,SI,SI,NO,"02 492279",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 492279",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 492279",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 492279",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 492279",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 492279",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
28,"CIES - Centro de Salud Chasquipampa","Asociación Miembro IPPF/WHR","Avenida Palca",50,,,"Zona Sur","Zona Sur","La Paz","La Paz",Bolivia,1,,,-16.562457,-67.874689,1,,SI,SI,SI,SI,SI,SI,SI,"02 2771206",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2771206",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH y otras ITS","02 2771206",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2771206",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,"02 2771206",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino y cáncer de mamas","02 2771206",cieslapaz@cies.org.bo,"Lunes a Viernes 8.30 a 18.30 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
29,"CIES - Centro de Salud Plan 3000","Asociación Miembro IPPF/WHR","Avenida Paurito",5263,"Cañada Pailitas",,"Zona Plan 3000","Zona Plan 3000","Santa Cruz","Santa Cruz",Bolivia,1,,,-17.871609,-63.054605,1,,SI,SI,SI,NO,SI,SI,SI,77520225,ciessantacruz@cies.org.bo,"Lunes a Viernes 8.30 a 16 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,77520225,ciessantacruz@cies.org.bo,"Lunes a Viernes 8.30 a 16 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Realización de pruebas de VIH",77520225,ciessantacruz@cies.org.bo,"Lunes a Viernes 8.30 a 16 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,,77520225,ciessantacruz@cies.org.bo,"Lunes a Viernes 8.30 a 16 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,"Detección de cáncer de cuello uterino",77520225,ciessantacruz@cies.org.bo,"Lunes a Viernes 8.30 a 16 hs. / Sábados 9.30 a 13 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
30,"CIES - UMOSAS Sucre","Asociación Miembro IPPF/WHR","Avenida Gregorio Donoso",50,,,Sucre,Sucre,Chuquisaca,Chuquisaca,Bolivia,1,,,-19.050159,-65.250098,1,,SI,NO,SI,NO,NO,SI,NO,77137597,ciessucre@cies.org.bo,"Lunes a Viernes 8 a 16 hs.",,http://www.cies.org.bo/,,,,,,,,,,77137597,ciessucre@cies.org.bo,"Lunes a Viernes 8 a 16 hs.",,http://www.cies.org.bo/,,,,,,,,,,,,,,,,,77137597,ciessucre@cies.org.bo,"Lunes a Viernes 8 a 16 hs.",,http://www.cies.org.bo/,,,,,,,,,SI,SI,SI,SI,SI,SI
31,"APROFA - Clínica Curico","Asociación Miembro IPPF/WHR",Estado,206,"Edificio Cruz Roja",,Curicó,Curicó,Curicó,Curicó,Chile,1,,,-34.985895,-71.237369,1,,SI,SI,SI,NO,SI,SI,SI,,,,,,,,,,,,,,"Realización de pruebas de VIH y otras ITS",,,,,,,,,,,,,,,,,,,,,"Detección de cáncer de cuello uterino y cáncer de mamas",,,,,,,,,,,,,,SI,SI,SI,SI,SI,SI
32,"Profamilia - Apartadó - Antioquia","Asociación Miembro IPPF/WHR","Calle 100",97-100,Chinita,,Apartadó,Apartadó,Antioquia,Antioquia,Colombia,1,,,7.88172,-76.63275,1,,SI,SI,SI,SI,SI,SI,SI,"
57 4 828 9690",apartadoadm@profamilia.org.co,"Lunes a Viernes 7.30 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,"
57 4 828 9690",apartadoadm@profamilia.org.co,"Lunes a Viernes 7.30 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","
57 4 828 9690",apartadoadm@profamilia.org.co,"Lunes a Viernes 7.30 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,"
57 4 828 9690",apartadoadm@profamilia.org.co,"Lunes a Viernes 7.30 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,"
57 4 828 9690",apartadoadm@profamilia.org.co,"Lunes a Viernes 7.30 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","
57 4 828 9690",apartadoadm@profamilia.org.co,"Lunes a Viernes 7.30 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
33,"Profamilia - Barranquilla - Atlántico","Asociación Miembro IPPF/WHR","Calle 59",50-17,"El Prado",,Barranquilla,Barranquilla,Atlántico,Atlántico,Colombia,1,,,10.99203,-74.79402,1,,SI,SI,SI,SI,SI,SI,SI,"57 5 368 2886 - 349 0312",jonathan.vargas@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7.30 a 12.30 hs.",,https://profamilia.org.co/,,,"57 5 368 2886 - 349 0312",jonathan.vargas@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7.30 a 12.30 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","57 5 368 2886 - 349 0312",jonathan.vargas@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7.30 a 12.30 hs.",,https://profamilia.org.co/,,,"57 5 368 2886 - 349 0312",jonathan.vargas@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7.30 a 12.30 hs.",,https://profamilia.org.co/,,,"57 5 368 2886 - 349 0312",jonathan.vargas@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7.30 a 12.30 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","57 5 368 2886 - 349 0312",jonathan.vargas@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7.30 a 12.30 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
34,"Profamilia - Bogotá – Fertilidad","Asociación Miembro IPPF/WHR","Calle 83",16A-44,"Cons. 502",,"El Country","El Country",Bogotá,"Bogotá DC",Colombia,1,,,4.67016,-74.05784,1,,NO,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57 1 518 8666",pilotodir@profamilia.org.co,"Lunes a Viernes 6 a 20 hs. / Sábados 6 a 14 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
35,"Profamilia - Bogotá – Kennedy","Asociación Miembro IPPF/WHR","Avenida 1° de Mayo","38-41 Sur",,,Kennedy,Kennedy,Bogotá,"Bogotá DC",Colombia,1,,,4.61797,-74.14877,1,,SI,SI,SI,SI,SI,SI,SI,"57 1 299 7868 - 454 6403",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,"57 1 299 7868 - 454 6403",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","57 1 299 7868 - 454 6403",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,"57 1 299 7868 - 454 6403",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,"57 1 299 7868 - 454 6403",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","57 1 299 7868 - 454 6403",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
36,"Profamilia - Bogotá – Piloto","Asociación Miembro IPPF/WHR","Calle 34",14-52,,,Teusaquillo,Teusaquillo,Bogotá,"Bogotá DC",Colombia,1,,,4.62326,-74.06993,1,,SI,SI,SI,SI,SI,SI,SI,"57 1 339 0900 - 483 1664",pilotodir@profamilia.org.co,"Lunes a Viernes 6 a 20 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,"57 1 339 0900 - 483 1664",pilotodir@profamilia.org.co,"Lunes a Viernes 6 a 20 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","57 1 339 0900 - 483 1664",pilotodir@profamilia.org.co,"Lunes a Viernes 6 a 20 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,"57 1 339 0900 - 483 1664",pilotodir@profamilia.org.co,"Lunes a Viernes 6 a 20 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,"57 1 339 0900 - 483 1664",pilotodir@profamilia.org.co,"Lunes a Viernes 6 a 20 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","57 1 339 0900 - 483 1664",pilotodir@profamilia.org.co,"Lunes a Viernes 6 a 20 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
37,"Profamilia - Bogotá – Quirigua","Asociación Miembro IPPF/WHR","Calle 80 Bis",94k-40,,,Quirigua,Quirigua,Bogotá,"Bogotá DC",Colombia,1,,,4.70727,-74.1086,1,,SI,SI,SI,SI,SI,SI,SI,"57 1 440 1214 - 227 68 34",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,"57 1 440 1214 - 227 68 34",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","57 1 440 1214 - 227 68 34",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,"57 1 440 1214 - 227 68 34",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,"57 1 440 1214 - 227 68 34",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","57 1 440 1214 - 227 68 34",pilotodir@profamilia.org.co,"Lunes a Viernes 7 a 19 hs. / Sábados 7 a 16.30 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
38,"Profamilia - Bogotá – Tunal","Asociación Miembro IPPF/WHR","Calle 47B Sur",24B-33,"CC Tunal Piso 3 - Cons. 3009-3010",,"Ciudad Tunal","Ciudad Tunal",Bogotá,"Bogotá DC",Colombia,1,,,4.57839,-74.13115,1,,SI,SI,SI,SI,SI,SI,SI,"57 1 700 7264",pilotodir@profamilia.org.co,"Lunes a Viernes 8 a 17 hs. / Sábados 7 a 14 hs.",,https://profamilia.org.co/,,,"57 1 700 7264",pilotodir@profamilia.org.co,"Lunes a Viernes 8 a 17 hs. / Sábados 7 a 14 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","57 1 700 7264",pilotodir@profamilia.org.co,"Lunes a Viernes 8 a 17 hs. / Sábados 7 a 14 hs.",,https://profamilia.org.co/,,,"57 1 700 7264",pilotodir@profamilia.org.co,"Lunes a Viernes 8 a 17 hs. / Sábados 7 a 14 hs.",,https://profamilia.org.co/,,,"57 1 700 7264",pilotodir@profamilia.org.co,"Lunes a Viernes 8 a 17 hs. / Sábados 7 a 14 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","57 1 700 7264",pilotodir@profamilia.org.co,"Lunes a Viernes 8 a 17 hs. / Sábados 7 a 14 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
39,"Profamilia - Bucaramanga – Santander","Asociación Miembro IPPF/WHR","Carrera 20",37-80,,,Bucaramanga,Bucaramanga,Santander,Santander,Colombia,1,,,7.11779,-73.12186,1,,SI,SI,SI,SI,SI,SI,SI,"57 7 630 1320",luz.pinzon@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,"57 7 630 1320",luz.pinzon@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","57 7 630 1320",luz.pinzon@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,"57 7 630 1320",luz.pinzon@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,"57 7 630 1320",luz.pinzon@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","57 7 630 1320",luz.pinzon@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
40,"Profamilia - Cali - Versalles","Asociación Miembro IPPF/WHR","Calle 23",3N–40,,,Versalles,Versalles,Cali,"Valle del Cauca",Colombia,1,,,3.46282,-76.52651,1,,SI,SI,SI,SI,SI,SI,SI,"57 2 661 8032 - 661 8034",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17.30 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,"57 2 661 8032 - 661 8034",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17.30 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","57 2 661 8032 - 661 8034",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17.30 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,"57 2 661 8032 - 661 8034",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17.30 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,"57 2 661 8032 - 661 8034",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17.30 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","57 2 661 8032 - 661 8034",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17.30 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
41,"Profamilia - Cali - Aguablanca","Asociación Miembro IPPF/WHR","Carrera 28 E2",72V-64,,,"El Poblado II","El Poblado II",Cali,"Valle del Cauca",Colombia,1,,,3.41926,-76.49212,1,,SI,SI,SI,SI,SI,SI,SI,"57 2 437 1821 - 426 3945",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,"57 2 437 1821 - 426 3945",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","57 2 437 1821 - 426 3945",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,"57 2 437 1821 - 426 3945",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,"57 2 437 1821 - 426 3945",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","57 2 437 1821 - 426 3945",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 17 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
42,"Profamilia - Cali – Tequendama","Asociación Miembro IPPF/WHR","Calle 7",41–34,,,Tequendama,Tequendama,Cali,"Valle del Cauca",Colombia,1,,,3.41994,-76.54143,1,,SI,SI,SI,SI,SI,SI,SI,"57 2 486 2929",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 18 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,"57 2 486 2929",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 18 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","57 2 486 2929",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 18 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,"57 2 486 2929",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 18 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,"57 2 486 2929",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 18 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","57 2 486 2929",lapatino@profamilia.org.co,"Lunes a Viernes 7 a 18 hs. / Sábados 7 a 12 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
43,"Profamilia - Cartagena – Bolívar","Asociación Miembro IPPF/WHR","Carrera 21",34–09,"Subida a La Popa",,Cartagena,Cartagena,Bolívar,Bolívar,Colombia,1,,,10.42026,-75.52966,1,,SI,SI,SI,SI,SI,SI,SI,"57 5 658 1411 - 658 1411",angelica.lievano@profamilia.org.co,"Lunes a Viernes 7 a 13 hs. y 14 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,"57 5 658 1411 - 658 1411",angelica.lievano@profamilia.org.co,"Lunes a Viernes 7 a 13 hs. y 14 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,"Realización de pruebas de VIH y otras ITS","57 5 658 1411 - 658 1411",angelica.lievano@profamilia.org.co,"Lunes a Viernes 7 a 13 hs. y 14 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,"57 5 658 1411 - 658 1411",angelica.lievano@profamilia.org.co,"Lunes a Viernes 7 a 13 hs. y 14 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,"57 5 658 1411 - 658 1411",angelica.lievano@profamilia.org.co,"Lunes a Viernes 7 a 13 hs. y 14 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,"Detección de cáncer de cuello uterino y cáncer de mamas","57 5 658 1411 - 658 1411",angelica.lievano@profamilia.org.co,"Lunes a Viernes 7 a 13 hs. y 14 a 17 hs. / Sábados 8 a 12 hs.",,https://profamilia.org.co/,,,,,,,,,SI,SI,SI,SI,SI,SI
